,Ocupação,Celular,Microcomputador,Internet no Comp,Internet no Celular,3G ou 4G,Banda Larga
136085,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136098,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136149,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
136152,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
136153,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
136155,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
136161,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136181,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136199,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136200,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
136236,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136261,Próprio-Pago,Sim,Nao,,,,
136292,Alugado,Sim,Nao,,,,
136301,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
136303,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
136335,Próprio-Pago,Nao,Nao,,,,
136359,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136422,Alugado,Sim,Sim,Sim,Sim,Não,Sim
136460,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136482,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
136604,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
136619,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
136625,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
136637,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136640,Alugado,Sim,Sim,Sim,Sim,Não,Sim
136645,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
136650,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
136703,Próprio-NPago,Sim,Nao,,Sim,Sim,Sim
136980,Alugado,Sim,Sim,Não,,,
137157,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
137215,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
137220,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
137346,Alugado,Sim,Sim,Sim,Sim,Não,Sim
137352,Alugado,Sim,Sim,Sim,Sim,Sim,Não
137449,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
137493,Alugado,Sim,Sim,Não,Sim,Sim,Sim
137550,Alugado,Sim,Nao,,Sim,Sim,Não
137552,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
137588,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
137597,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
137720,Próprio-Pago,Sim,Nao,,,,
137742,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
137748,Alugado,Sim,Sim,Sim,Sim,Sim,Não
137798,Alugado,Sim,Nao,,,,
137895,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138017,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
138019,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
138038,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138041,Alugado,Sim,Sim,Sim,Sim,Sim,Não
138042,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138045,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138046,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138054,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138076,Alugado,Sim,Sim,Não,Sim,Sim,Não
138127,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138166,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
138190,Próprio-Pago,Sim,Nao,,,,
138206,Próprio-Pago,Sim,Nao,,,,
138251,Alugado,Sim,Sim,Não,Sim,Sim,Sim
138308,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138311,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138312,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138314,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138315,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138321,Próprio-Pago,Sim,Nao,,,,
138323,Próprio-NPago,Sim,Nao,,,,
138340,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
138342,Próprio-Pago,Sim,Nao,,,,
138348,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
138350,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
138355,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138357,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138360,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
138361,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138364,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138370,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138394,Próprio-Pago,Sim,Nao,,,,
138403,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138404,Alugado,Sim,Sim,Sim,Sim,Não,Sim
138406,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
138407,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138409,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138412,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138424,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138432,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138442,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138444,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
138478,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
138482,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
138503,Alugado,Sim,Nao,,,,
138585,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
138625,Próprio-Pago,Sim,Nao,,,,
138630,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
138733,Próprio-Pago,Sim,Nao,,,,
138787,Próprio-Pago,Sim,Nao,,,,
138847,Próprio-Pago,Sim,Nao,,,,
138934,Próprio-Pago,Sim,Sim,Não,,,
138987,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
138997,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
139085,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
139093,Próprio-Pago,Sim,Nao,,,,
139104,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
139165,Próprio-NPago,Sim,Nao,,Sim,Sim,Sim
139305,Cedido-Empregador,Sim,Sim,Sim,Sim,Não,Sim
139416,Próprio-NPago,Sim,Nao,,Sim,Sim,Não
139513,Alugado,Sim,Sim,Sim,Sim,Não,Sim
139521,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
139535,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
139538,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
139599,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
139607,Alugado,Sim,Sim,Sim,Não,Não,Sim
139629,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
139739,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
139768,Alugado,Sim,Nao,,Sim,Sim,Não
140104,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
140115,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
140118,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
140121,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
140226,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
140228,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
140234,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
140235,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
140268,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
140275,Alugado,Sim,Sim,Sim,Sim,Não,Sim
140304,Próprio-Pago,Sim,Nao,,,,
140463,Próprio-Pago,Sim,Nao,,,,
140690,Próprio-Pago,Sim,Nao,,,,
140832,Próprio-Pago,Sim,Nao,,,,
140847,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
140851,Alugado,Sim,Sim,Sim,Sim,Sim,Não
140868,Próprio-Pago,Sim,Nao,,,,
140947,Próprio-Pago,Sim,Sim,Não,,,
140969,Próprio-Pago,Sim,Nao,,,,
141105,Próprio-Pago,Sim,Nao,,,,
141129,Cedido-Outros,Sim,Sim,Sim,Sim,Não,Sim
141152,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141155,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
141182,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141197,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
141206,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
141233,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
141241,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
141267,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
141466,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
141470,Próprio-Pago,Sim,Sim,Não,,,
141489,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141500,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141533,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141581,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141677,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
141745,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
141774,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
141885,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
141946,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
141992,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
142066,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
142184,Cedido-Empregador,Sim,Nao,,Sim,Sim,Não
142390,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
142441,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
142448,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
142456,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
142567,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
142568,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
142729,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
142763,Alugado,Sim,Sim,Sim,Sim,Sim,Não
142810,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
142887,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
142903,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
142971,Próprio-Pago,Sim,Sim,Não,,,
143028,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
143032,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143038,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
143045,Próprio-Pago,Nao,Nao,,,,
143047,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143048,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143055,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143061,Cedido-Outros,Nao,Nao,,,,
143086,Próprio-Pago,Sim,Nao,,,,
143151,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143176,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143204,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143220,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143221,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143229,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143240,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143249,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
143253,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
143263,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143268,Alugado,Sim,Sim,Sim,Sim,Não,Sim
143270,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143274,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143307,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143322,Próprio-NPago,Sim,Sim,Não,Sim,Sim,Não
143323,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143348,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143352,Próprio-Pago,Sim,Nao,,Sim,Sim,Não
143365,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143390,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
143410,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143428,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
143443,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143481,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
143492,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
143556,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
143620,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143621,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143624,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143626,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143633,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143634,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143635,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143637,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143674,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143677,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143681,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143682,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
143686,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
143765,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143768,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143774,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
143775,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
143800,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143863,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
143870,Alugado,Sim,Sim,Sim,Não,Não,Sim
143968,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
144429,Alugado,Sim,Sim,Sim,Não,Sim,Sim
144435,Próprio-Pago,Sim,Nao,,,,
144512,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
144655,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Sim
144713,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
144723,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
144726,Alugado,Sim,Nao,,,,
144896,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
144908,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
144953,Próprio-NPago,Sim,Nao,,Sim,Sim,Não
144984,Próprio-Pago,Sim,Nao,,,,
144985,Próprio-Pago,Sim,Nao,,,,
144988,Próprio-Pago,Sim,Sim,Não,,,
145011,Próprio-Pago,Sim,Nao,,,,
145126,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
145131,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
145146,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
145245,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
145336,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
145353,Alugado,Sim,Sim,Sim,Não,Sim,Não
145455,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
145463,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
145745,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
145825,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
145888,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
145981,Próprio-Pago,Sim,Sim,Não,Sim,Sim,Não
146174,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
146206,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Não
146257,Próprio-Pago,Sim,Sim,Não,,,
146310,Alugado,Sim,Nao,,Sim,Sim,Não
146429,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
146452,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
146462,Próprio-NPago,Sim,Sim,Não,,,
146497,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
146535,Alugado,Sim,Sim,Não,Sim,Sim,Não
146551,Alugado,Sim,Sim,Sim,Sim,Não,Sim
146599,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
146683,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
146695,Alugado,Sim,Sim,Sim,Sim,Não,Sim
146701,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
146933,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147042,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147108,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147220,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147317,Próprio-Pago,Sim,Sim,Não,,,
147321,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147415,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147497,Cedido-Empregador,Sim,Nao,,,,
147510,Cedido-Empregador,Sim,Sim,Sim,Sim,Sim,Sim
147526,Alugado,Sim,Sim,Sim,Sim,Não,Sim
147529,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147532,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147533,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147535,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147536,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147538,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147541,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
147543,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147545,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147553,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147554,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147558,Alugado,Sim,Sim,Sim,Sim,Sim,Não
147559,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147565,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147571,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147572,Próprio-Pago,Sim,Nao,,,,
147576,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147578,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
147580,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147581,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147582,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147583,Cedido-Empregador,Sim,Sim,Sim,Sim,Sim,Sim
147584,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147585,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147588,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147597,Alugado,Sim,Sim,Sim,Sim,Sim,Não
147602,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147603,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147610,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147612,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147615,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147621,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147622,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147627,Próprio-Pago,Nao,Nao,,,,
147628,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147629,Alugado,Sim,Sim,Sim,Sim,Não,Sim
147639,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147646,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147651,Próprio-Pago,Nao,Sim,Sim,Não,Não,Sim
147663,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147665,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147666,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
147671,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147672,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147674,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
147677,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
147680,Alugado,Sim,Sim,Sim,Sim,Não,Sim
147683,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147684,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147695,Próprio-Pago,Sim,Nao,,,,
147698,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147700,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147702,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147704,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147707,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147708,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147710,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147712,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147713,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147715,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147716,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147724,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147728,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147729,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147732,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147734,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147740,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147743,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
147746,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147760,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147761,Alugado,Sim,Sim,Não,,,
147767,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147773,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147774,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147775,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
147776,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147777,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147779,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147784,Alugado,Sim,Sim,Não,,,
147792,Alugado,Sim,Sim,Sim,Sim,Sim,Não
147793,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147799,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147803,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147805,Próprio-Pago,Sim,Sim,Não,,,
147807,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147814,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147816,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147817,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147822,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
147828,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147829,Próprio-Pago,Nao,Nao,,,,
147832,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147833,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
147834,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Não
147835,Cedido-Empregador,Sim,Sim,Sim,Sim,Sim,Sim
147837,Alugado,Sim,Sim,Sim,Sim,Sim,Não
147838,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147841,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147843,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147847,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147848,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147850,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147851,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147856,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147858,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147861,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147862,Próprio-Pago,Sim,Sim,Sim,Não,Sim,Sim
147870,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147872,Alugado,Sim,Sim,Não,,,
147875,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147882,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147884,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
147885,Próprio-Pago,Sim,Sim,Não,,,
147888,Próprio-NPago,Sim,Nao,,Sim,Não,Sim
147895,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
147900,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147903,Alugado,Sim,Sim,Sim,Sim,Não,Sim
147911,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
147912,Cedido-Outros,Sim,Sim,Sim,Sim,Sim,Sim
147922,Alugado,Sim,Sim,Não,,,
147924,Alugado,Sim,Nao,,Sim,Não,Sim
147949,Próprio-Pago,Sim,Sim,Sim,Não,Não,Sim
147955,Próprio-Pago,Sim,Nao,,,,
147969,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147980,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
147985,Alugado,Sim,Sim,Sim,Sim,Não,Sim
148001,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148005,Próprio-Pago,Sim,Nao,,,,
148015,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148016,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148025,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148030,Próprio-Pago,Sim,Nao,,Sim,Não,Sim
148079,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
148119,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
148138,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
148140,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
148143,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148146,Próprio-Pago,Sim,Sim,Sim,Sim,Sim,Sim
148147,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
148150,Próprio-NPago,Sim,Sim,Sim,Não,Não,Não
148152,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
148153,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
148154,Alugado,Sim,Sim,Sim,Sim,Sim,Sim
148155,Próprio-NPago,Sim,Sim,Sim,Sim,Não,Sim
148158,Alugado,Sim,Nao,,Sim,Não,Sim
148160,Próprio-Pago,Sim,Sim,Sim,Sim,Não,Sim
148161,Próprio-NPago,Sim,Sim,Sim,Sim,Sim,Sim
